Operational Profile,DURAÇÃO,EngineLoad,PotenciaMaxima,EnginesRunning,Speed,DraftBow,DraftStern,BEAUFORT,MDO,MDOPred
Transit,0.069166667,0.32,742.4,2,10.53853012,4.59139759,4.04061446,3.3,0.0495,0.715662651
Eco Transit,0.020277778,0.33,765.6,2,8.79830137,4.2330411,4.20215068,2.8,0.01454,0.717041096
Fast Transit,0.003055556,0.32,742.4,2,11.018,2.616,3.875,4.6,0.002126,0.695781818
Transit,2.446944444,0.34,788.8,2,10.03723215,4.63524384,3.93504949,4.8,1.806292,0.738182677
Transit,0.023888889,0.33,765.6,2,10.9540814,4.414,4.835,2.4,0.017024,0.712632558
Transit,5.135277778,0.35,812,2,9.89980432,2.5368513,4.416509,2.7,3.94901098,0.768996567
Fast Transit,0.043055556,0.35,812,2,11.01577419,4.609,4.20270323,3,0.033649,0.781525161
Eco Transit,0.005277778,0.19,440.8,2,4.127,4.66342105,4.701,3.7,0.001751,0.331768421
Transit,0.024444444,0.31,719.2,2,9.0215,2.557,4.46215909,5,0.016226,0.663790909
Fast Transit,0.120277778,0.31,719.2,2,11.05325173,4.4405843,4.79032794,2.4,0.081187,0.674995843
Transit,0.0075,0.36,835.2,2,9.131,4.626,4.017,4,0.005892,0.7856
Eco Transit,0.025277778,0.34,788.8,2,8.96210989,2.532,4.24256044,5.5,0.01829601,0.723798198
Transit,4.204444444,0.35,812,2,9.74372437,4.40237381,3.82049432,3.9,3.278041,0.779660914
Eco Transit,0.292777778,0.35,812,2,8.23048102,4.62364611,4.55339374,2.5,0.224037,0.765211765
Eco Transit,9.4,0.33,765.6,2,8.27738575,2.57057889,4.48032432,5.2,6.88413097,0.732354359
Fast Transit,0.016944444,0.35,812,2,11.01668852,4.612,4.642,3.8,0.012803,0.755586885
Transit,11.14555556,0.33,765.6,2,10.02825832,4.5844602,4.29229857,5.3,7.897476,0.708576254
Transit,0.016666667,0.36,835.2,2,9.05405,2.56,3.8251,4,0.012931,0.77586
Eco Transit,0.022777778,0.28,649.6,2,6.866622,2.607447,4.519125,5.6,0.013065,0.573585366
Transit,0.017222222,0.29,672.8,2,9.07619355,4.52001613,3.85901613,5.9,0.010154,0.589587097
Transit,1.216388889,0.34,788.8,2,10.65678442,4.44049166,4.29042316,4.2,0.935982,0.769475953
Eco Transit,0.161111111,0.31,719.2,2,8.06533793,2.56731897,4.5032569,5,0.105115,0.652437931
Eco Transit,0.064166667,0.32,742.4,2,8.83953247,4.23328139,4.26822078,2.8,0.043934,0.684685714
Eco Transit,0.0225,0.36,835.2,2,8.81951852,2.5662963,3.8837037,4,0.01764901,0.784400444
Eco Transit,0.021111111,0.19,440.8,2,5.83489474,4.51744737,4.697,3.9,0.006452,0.305621053
Eco Transit,0.1475,0.25,580,2,4.959403,4.779674,4.211595,5.1,0.069578,0.471715254
Eco Transit,0.008055556,0.34,788.8,2,8.88934483,4.613,3.896,4.3,0.006183,0.767544828
Eco Transit,1.471388889,0.26,603.2,2,6.62815894,2.56691336,4.75100265,2.9,0.754261,0.512618388
Eco Transit,0.230555556,0.23,533.6,2,6.75439157,4.54845181,4.03535542,3.6,0.100001,0.433739277
Transit,0.090555556,0.36,835.2,2,9.10146319,4.63846933,4.05585276,4,0.07123799,0.78667719
Eco Transit,0.048888889,0.24,556.8,2,4.20305114,4.52365341,3.79342614,5.9,0.02192699,0.448506614
Transit,0.003055556,0.29,672.8,2,9.047,2.519,3.679,4.8,0.001836,0.600872727
Eco Transit,0.010277778,0.32,742.4,2,9.01,4.227,4.238,2.8,0.00711299,0.692074703
Eco Transit,0.14,0.31,719.2,2,8.88586905,2.55884921,4.47884524,5,0.09310201,0.665014357
Transit,0.034722222,0.29,672.8,2,10.265864,4.522384,4.397752,3.2,0.021717,0.6254496
Eco Transit,0.021666667,0.35,812,2,8.77469231,4.458,4.17053846,5.4,0.016353,0.754753846
Eco Transit,0.041388889,0.35,812,2,7.480926,4.702406,4.198924,4.3,0.032058,0.774555705
Transit,0.034166667,0.32,742.4,2,9.07623577,2.485,4.81496748,5.5,0.023329,0.6828
Transit,0.041944444,0.32,742.4,2,10.96401325,4.83718543,4.95429139,2.5,0.029591,0.705480795
Eco Transit,0.005833333,0.32,742.4,2,8.94228571,2.472,4.68,5.5,0.004035,0.691714286
Transit,0.003055556,0.31,719.2,2,10.983,2.633,4.059,4.6,0.001968,0.644072727
Eco Transit,0.026111111,0.34,788.8,2,8.78030851,4.60158511,3.93758511,4.3,0.02016801,0.772391872
Eco Transit,0.015555556,0.19,440.8,2,4.090893,4.458882,3.426335,5.5,0.005067,0.325735714
Eco Transit,0.0525,0.25,580,2,7.01560317,4.62366667,3.90961905,4.8,0.026509,0.504933333
Eco Transit,0.188888889,0.33,765.6,2,8.66119118,4.61208824,3.83697059,2.8,0.141102,0.747010588
Fast Transit,0.110555556,0.3,696,2,11.042585,2.580659,4.360339,4.5,0.070967,0.641912563
Eco Transit,0.026666667,0.22,510.4,2,5.942531,4.611849,4.084992,4.3,0.010486,0.393225
Transit,0.009444444,0.33,765.6,2,9.02811765,2.528,4.22970588,5.5,0.006807,0.720741176
Eco Transit,0.015555556,0.36,835.2,2,8.96321429,4.561,4.377,3,0.01252799,0.805370786
Fast Transit,0.021111111,0.35,812,2,11.03917105,4.417,4.44402632,3.1,0.015964,0.756189474
Eco Transit,0.081388889,0.2,464,2,4.342939,4.482372,3.484271,5.5,0.027665,0.339911263
Eco Transit,0.541666667,0.23,533.6,2,5.4385959,4.55781077,4.23259385,4.9,0.23197,0.428252308
Eco Transit,0.071388889,0.33,765.6,2,8.7970428,4.26717899,4.26169261,2.8,0.050419,0.706258366
Transit,0.978611111,0.33,765.6,2,10.16226824,2.41882997,4.38934942,5.4,0.705537,0.720957479
Eco Transit,0.545,0.23,533.6,2,5.95296942,4.81729664,4.15675076,3.5,0.246405,0.452119266
Eco Transit,0.005,0.19,440.8,2,4.206833,4.468551,3.514311,5.5,0.00187,0.374
Eco Transit,0.890833333,0.27,626.4,2,5.0527521,4.86378391,3.97543405,5.8,0.491586,0.551827128
Transit,1.954444444,0.29,672.8,2,10.21141671,4.65062194,3.50894372,5.1,1.250781,0.639967538
Eco Transit,0.676388889,0.21,487.2,2,6.28828008,4.92193183,5.08118316,2.5,0.277716,0.410586283
Eco Transit,0.637222222,0.21,487.2,2,6.68422145,4.661,3.919,2.4,0.232638,0.36508143
Transit,2.605,0.34,788.8,2,9.80138132,2.46203689,4.65036394,5.5,1.927177,0.739799232
Transit,0.028611111,0.35,812,2,9.035903,4.617781,3.964418,3.5,0.022612,0.79032233
Fast Transit,0.011666667,0.32,742.4,2,11.02061905,4.633,4.14490476,4.7,0.00811899,0.695913429
Eco Transit,0.004166667,0.33,765.6,2,8.918,4.469,3.87,3.9,0.002984,0.71616
Eco Transit,0.056666667,0.24,556.8,2,6.4107598,2.58497549,3.63086275,5.6,0.026361,0.465194118
Transit,0.0825,0.33,765.6,2,9.13021886,2.55704377,4.23195286,5.5,0.058415,0.708060606
Transit,0.117222222,0.32,742.4,2,9.15935545,4.24669668,4.25927962,2.8,0.081125,0.692061611
Transit,0.063888889,0.33,765.6,2,10.92595652,4.64211304,4.14968696,4.7,0.04486,0.702156522
Eco Transit,0.011666667,0.34,788.8,2,8.91190476,4.558,4.057,5.1,0.008694,0.7452
Transit,0.013888889,0.3,696,2,10.968,4.441,4.7919,2.4,0.009135,0.65772
Transit,0.229444444,0.34,788.8,2,10.4201138,4.39050242,4.4284201,3.1,0.166794,0.726947215
Eco Transit,0.018333333,0.21,487.2,2,5.47580303,4.52506061,4.14006061,4.3,0.007413,0.404345455
Eco Transit,0.226666667,0.26,603.2,2,8.36387765,2.37274756,5.03689403,3.3,0.116645,0.514610294
Eco Transit,0.006944444,0.29,672.8,2,8.91,4.47,3.827,2.9,0.004112,0.592128
Fast Transit,0.057777778,0.32,742.4,2,11.00578846,2.616,3.87432692,4.6,0.040093,0.693917308
Fast Transit,0.060555556,0.32,742.4,2,11.04858716,2.61211009,3.87649541,4.6,0.041887,0.691711927
Eco Transit,0.520277778,0.24,556.8,2,6.01736519,4.87240043,4.470126,2.9,0.247173,0.475078911
Eco Transit,0.014722222,0.32,742.4,2,8.93884906,2.476,4.711,5.5,0.010062,0.683456604
Transit,0.056388889,0.33,765.6,2,10.94069458,4.41544828,4.83744335,2.4,0.040323,0.715087685
Eco Transit,0.041944444,0.32,742.4,2,7.03894702,2.56145695,4.041,4,0.027881,0.664712583
Eco Transit,0.004166667,0.19,440.8,2,4.176,4.559,4.203,5.5,0.001321,0.31704
Transit,1.781944444,0.28,649.6,2,10.50578909,2.60848465,3.71081917,5.6,1.04642001,0.587234924
Eco Transit,0.008888889,0.28,649.6,2,5.69175,4.57284375,4.188,5.3,0.005463,0.6145875
Transit,0.012222222,0.4,928,2,9.27309091,4.39954545,4.038,5.4,0.010585,0.866045455
Fast Transit,0.003055556,0.32,742.4,2,11.037,4.418,4.834,2.4,0.002175,0.711818182
Eco Transit,0.091111111,0.29,672.8,2,7.65984451,4.57775,3.8175,3.1,0.054189,0.594757317
Eco Transit,0.079444444,0.32,742.4,2,8.87376573,4.22696154,4.24141608,2.8,0.05455,0.686643357
Fast Transit,0.036944444,0.3,696,2,11.00303008,4.44164662,4.78850376,2.4,0.02418599,0.654658376
Transit,0.425833333,0.35,812,2,9.46868363,2.56413894,3.94578213,4,0.321666,0.755380039
Eco Transit,2.326111111,0.3,696,2,6.94843899,4.57093004,3.9094499,5.2,1.467338,0.630811655
Fast Transit,0.066944444,0.31,719.2,2,11.08522407,4.43812863,4.7933195,2.4,0.045435,0.678697095
Eco Transit,0.402222222,0.24,556.8,2,5.10157182,4.81226519,4.13554972,4.8,0.183715,0.45675
Eco Transit,0.464722222,0.19,440.8,2,4.12486551,4.70628512,4.11713927,4,0.145566,0.313232277
Transit,5.396388889,0.36,835.2,2,9.89669321,4.46664086,4.13065074,3.5,4.40804299,0.816850505
Transit,0.127222222,0.37,858.4,2,9.25582096,4.64814847,4.06687336,4,0.10075899,0.791992061
Transit,0.038888889,0.35,812,2,9.0609,4.540074,3.900528,3.5,0.030171,0.775825714
Eco Transit,0.016388889,0.31,719.2,2,8.87327119,2.557,4.461,5,0.011119,0.678447458
Eco Transit,0.510833333,0.3,696,2,8.490377,2.587669,4.259987,3.4,0.318233,0.622968352
Eco Transit,0.056944444,0.27,626.4,2,7.0655122,2.58260488,4.29929268,4.7,0.030896,0.542563902
Transit,0.066111111,0.35,812,2,10.90839496,4.64818487,4.06255462,3.3,0.05243401,0.793119479
Transit,0.530277778,0.34,788.8,2,9.25613567,4.47214301,4.20025615,5.4,0.392009,0.739252174
Transit,0.063611111,0.33,765.6,2,9.0911441,2.57153275,4.41846725,4.1,0.044913,0.706055895
Fast Transit,0.036388889,0.35,812,2,11.04792366,4.61141985,4.64196183,3.8,0.02757099,0.757676061
Eco Transit,0.193055556,0.31,719.2,2,8.21819856,4.66948921,4.02608345,4.4,0.126959,0.657629353
Eco Transit,0.007222222,0.29,672.8,2,8.78230769,4.55,3.90176923,5.9,0.00419743,0.581182615
Transit,0.0075,0.33,765.6,2,10.959,4.411,4.83,2.4,0.005369,0.715866667
Eco Transit,0.003888889,0.31,719.2,2,8.841857,2.515101,4.559651,3.2,0.002576,0.6624
Fast Transit,0.016944444,0.3,696,2,11.003639,2.580033,4.364637,4.5,0.010874,0.641744262
Fast Transit,0.177777778,0.33,765.6,2,11.02885,2.56325938,4.14386094,5.1,0.12826,0.7214625
Eco Transit,0.110833333,0.24,556.8,2,4.7018421,3.79850877,4.0586391,5.6,0.051707,0.466529323
Eco Transit,0.012777778,0.21,487.2,2,4.07541304,4.50623913,3.705,5.9,0.00483,0.378
Eco Transit,0.016944444,0.23,533.6,2,4.51390164,4.52385246,3.80714754,5.9,0.00719301,0.424505508
Fast Transit,1.426666667,0.35,812,2,11.45056484,4.6000257,4.025478,3.3,1.13978999,0.798918217
Eco Transit,0.027777778,0.34,788.8,2,8.9152,2.546,4.23622,5.5,0.019946,0.718056
Transit,18.05861111,0.35,812,2,10.04891397,4.52315682,4.00489162,4.1,14.305531,0.792172272
Eco Transit,0.010833333,0.33,765.6,2,8.902,2.567,4.245,5.5,0.00776501,0.716770154
Transit,0.131666667,0.34,788.8,2,9.27125316,4.46553165,4.18263291,5.4,0.097182,0.738091139
Eco Transit,0.014166667,0.34,788.8,2,8.89970588,2.561,4.02505882,4,0.010445,0.737294118
Eco Transit,0.071944444,0.28,649.6,2,7.22040154,4.70305019,4.12588031,3.5,0.041745,0.580239382
Transit,0.01,0.31,719.2,2,10.99611111,2.635,4.058,4.6,0.006461,0.6461
Transit,0.024444444,0.28,649.6,2,9.033,4.453,3.85364773,2.9,0.013899,0.568595455
Fast Transit,1.570833333,0.31,719.2,2,11.60554111,4.42465517,4.79907692,2.4,1.061923,0.676025252
Eco Transit,0.094166667,0.23,533.6,2,4.66074041,4.77430383,4.30649558,4.2,0.04352801,0.462244354
Transit,0.080277778,0.33,765.6,2,9.06976817,4.24231142,4.24741522,2.8,0.056104,0.698873356
Eco Transit,0.015555556,0.21,487.2,2,5.992,4.526,3.778,5.8,0.00577701,0.371379214
Fast Transit,0.040555556,0.32,742.4,2,11.03715068,4.42658904,4.81305479,2.8,0.028651,0.706463014
Transit,0.018333333,0.31,719.2,2,9.02354545,2.479,4.74572727,5.5,0.012401,0.676418182
Eco Transit,0.011111111,0.35,812,2,9.0011,2.447,4.579,5.5,0.008715,0.78435
Eco Transit,0.005555556,0.32,742.4,2,8.858,4.676,3.385,3.3,0.004001,0.72018
Eco Transit,0.0425,0.28,649.6,2,8.9652549,4.44537908,3.86562092,2.9,0.02424401,0.570447294
Eco Transit,2.628055556,0.19,440.8,2,4.46376821,4.52602262,3.92343156,6,0.851078,0.32384323
Eco Transit,0.01,0.36,835.2,2,8.847,2.566,3.838,4,0.009048,0.9048
Transit,0.077222222,0.34,788.8,2,9.0541223,2.52678058,4.23673741,5.5,0.056184,0.72756259
Transit,0.041944444,0.31,719.2,2,9.03770199,2.478,4.72223841,5.5,0.02842299,0.677634199
Fast Transit,0.076388889,0.32,742.4,2,11.14184727,4.42894909,4.81337091,2.8,0.054341,0.711373091
Eco Transit,0.020555556,0.27,626.4,2,8.94127027,4.70613514,3.50305405,5.1,0.011412,0.555178378
Transit,1.646944444,0.33,765.6,2,10.40163224,2.51128837,4.56591932,3.2,1.19744,0.727067634
Eco Transit,0.009444444,0.32,742.4,2,8.95276471,4.27,4.25,4.9,0.006543,0.692788235
Eco Transit,0.0725,0.19,440.8,2,4.10369732,4.53288889,3.88187739,5.9,0.024116,0.332634483
Eco Transit,3.091388889,0.19,440.8,2,4.41480438,4.41263465,4.28205643,6,1.044823,0.337978507
Eco Transit,0.025555556,0.33,765.6,2,8.87443478,2.557,4.23582609,5.5,0.018271,0.714952174
Transit,0.023333333,0.32,742.4,2,10.97564286,2.619,3.87521429,4.6,0.016172,0.693085714
Transit,0.003055556,0.37,858.4,2,10.947,4.518,4.388,3.2,0.002427,0.794290909
Eco Transit,0.0325,0.35,812,2,8.92612821,4.46,4.17597436,5.4,0.024358,0.749476923
Eco Transit,0.112222222,0.26,603.2,2,7.14141584,4.65689109,4.01452475,3.3,0.057694,0.51410495
Transit,0.009444444,0.31,719.2,2,9.068,2.485,4.788,5.5,0.006407,0.678388235
Transit,1.587222222,0.35,812,2,9.6559727,4.52225201,4.23622716,5.4,1.22494098,0.771751405
Eco Transit,0.019166667,0.22,510.4,2,4.42082609,4.678,4.386,5,0.008469,0.44186087
Eco Transit,0.024166667,0.29,672.8,2,8.92532184,4.46695402,3.82121839,2.9,0.014081,0.582662069
Fast Transit,0.012222222,0.34,788.8,2,11.04154545,4.474,4.53463636,3.1,0.00918,0.751090909
Transit,0.049166667,0.35,812,2,9.23716949,2.56464407,3.84883051,4,0.03820199,0.776989627
Transit,0.084722222,0.35,812,2,9.29484262,2.56235082,3.83825574,4,0.065266,0.770352787
Eco Transit,0.027222222,0.29,672.8,2,7.09914286,4.557,3.77646939,5.8,0.016673,0.612477551
Fast Transit,4.470833333,0.3,696,2,11.43182852,4.76635993,4.89265256,2.5,2.88572599,0.645455953
Eco Transit,0.155277778,0.33,765.6,2,8.923871,4.746814,4.590086,4.5,0.10737,0.691470483
Eco Transit,0.4925,0.22,510.4,2,5.65159786,4.58814777,3.9258229,5.9,0.200245,0.406588832
Eco Transit,0.607222222,0.23,533.6,2,5.28186688,4.68841354,4.23053431,3.1,0.27163,0.447332113
Transit,6.375277778,0.33,765.6,2,10.42731694,4.60554621,3.86468546,3.5,4.68200601,0.734400315
Eco Transit,0.618611111,0.21,487.2,2,7.20054917,4.54661967,4.11372699,5.1,0.246185,0.397964077
Transit,0.923888889,0.3,696,2,10.22619393,4.88025225,5.01970655,2.5,0.59602701,0.645128453
Eco Transit,0.071111111,0.34,788.8,2,8.857125,2.52719531,4.22977344,5.5,0.05171599,0.727256109
Transit,0.006388889,0.27,626.4,2,8.985,4.712,3.517,3.3,0.003664,0.573495652
Eco Transit,0.01,0.29,672.8,2,4.450083,2.552788,4.604132,5.2,0.006362,0.6362
Transit,3.2275,0.35,812,2,10.32718842,4.61537313,4.07783751,4.3,2.511346,0.778108753
Transit,11.28805556,0.36,835.2,2,9.91157064,4.40005288,4.00517415,5.4,8.96197101,0.793933992
Eco Transit,0.020277778,0.21,487.2,2,6.60850685,4.62816438,3.92631507,4.3,0.007983,0.393682192
Eco Transit,0.135,0.37,858.4,2,8.76195062,4.61187654,4.00494444,4,0.107421,0.795711111
Transit,0.005833333,0.31,719.2,2,10.943,4.437,4.792,2.4,0.00393201,0.674058857
Eco Transit,0.026666667,0.29,672.8,2,8.87408333,4.52933333,3.882875,5.9,0.015933,0.5974875
Eco Transit,0.564722222,0.2,464,2,4.53094381,4.48794568,3.50589858,5.5,0.191969,0.339935268
Eco Transit,0.026388889,0.2,464,2,5.7244,4.512,4.26585263,3.4,0.009216,0.349237895
Transit,0.078333333,0.33,765.6,2,9.26104255,4.6067234,3.88290071,4.3,0.05807899,0.741433915
Transit,0.105277778,0.29,672.8,2,9.31143536,4.49782586,3.83991557,5.9,0.061818,0.587189446
Transit,5.995833333,0.31,719.2,2,10.32932981,4.62105457,3.96635237,4.3,4.084488,0.68122107
Fast Transit,0.114444444,0.32,742.4,2,11.13057767,4.42536165,4.82086408,2.4,0.081361,0.710921359
Eco Transit,0.028333333,0.3,696,2,7.07758824,4.86045098,4.39090196,2.2,0.018219,0.643023529
Transit,0.266666667,0.34,788.8,2,9.43032917,4.62887917,4.770475,3,0.197854,0.7419525
Eco Transit,0.003055556,0.2,464,2,4.224,4.673,4.719,3.7,0.001012,0.3312
Transit,0.008611111,0.29,672.8,2,10.966,2.586,4.596,5.1,0.00513301,0.596091484
Fast Transit,0.006944444,0.33,765.6,2,11.068,4.424,4.801,2.8,0.004923,0.708912
Transit,0.007777778,0.32,742.4,2,10.962,4.413,4.813,2.4,0.005359,0.689014286
Eco Transit,0.036111111,0.31,719.2,2,7.13152308,4.25343077,4.27035385,2.8,0.023404,0.648110769
Transit,0.034444444,0.31,719.2,2,9.033645,2.594263,4.226317,4.8,0.023213,0.673925806
Transit,0.004444444,0.31,719.2,2,9.04025,2.58508,4.247578,3.4,0.002884,0.6489
Transit,0.006388889,0.34,788.8,2,9.045,2.534,4.495,5.5,0.004697,0.735182609
Transit,0.039444444,0.31,719.2,2,10.93698592,2.632,4.05976056,4.6,0.025492,0.646276056
Transit,0.016666667,0.33,765.6,2,10.9575,4.42401667,4.80201667,2.8,0.011897,0.71382
Eco Transit,0.019166667,0.29,672.8,2,8.97017391,4.679,4.07326087,4,0.011859,0.618730435
Transit,0.018888889,0.32,742.4,2,8.9725,4.2465,4.28425,2.8,0.012979,0.687123529
Eco Transit,0.020555556,0.34,788.8,2,8.9177027,2.449,4.60866216,5.5,0.015474,0.752789189
Eco Transit,0.113055556,0.33,765.6,2,8.25915725,2.5663145,3.84309828,4,0.08011501,0.708633995
Eco Transit,0.022777778,0.36,835.2,2,8.94247561,2.567,3.90247561,4,0.01778901,0.780980927
Transit,0.264444444,0.33,765.6,2,9.23582668,2.56150315,4.24128046,5.5,0.18687701,0.706677769
Transit,0.041666667,0.33,765.6,2,9.17849333,2.556,4.246,5.5,0.029489,0.707736
Transit,0.010277778,0.31,719.2,2,9.03451351,2.476,4.71,5.5,0.006998,0.680886486
Fast Transit,0.006944444,0.3,696,2,11.0318,2.580751,4.360196,4.5,0.004477,0.644688
Eco Transit,0.013888889,0.31,719.2,2,8.97758,2.610916,4.134179,3.4,0.009341,0.672552
Transit,0.019166667,0.34,788.8,2,8.986203,2.603217,4.542091,5.2,0.014549,0.759078261
Transit,0.324166667,0.32,742.4,2,9.19370694,4.27242416,4.26679434,2.8,0.224092,0.691286375
Transit,0.016666667,0.29,672.8,2,10.8962,2.585,4.5984,5.1,0.009993,0.59958
Eco Transit,0.034444444,0.36,835.2,2,8.90144355,2.452,4.57751613,5.5,0.02726099,0.791448097
Eco Transit,0.043055556,0.3,696,2,7.15629032,4.63526452,3.85316774,3.9,0.02751199,0.638988155
Eco Transit,0.223888889,0.34,788.8,2,8.86434491,2.53480149,4.22824069,5.5,0.162197,0.724453102
Transit,0.025555556,0.31,719.2,2,9.032446,2.609262,4.117971,3.4,0.017093,0.668856522
Transit,0.021111111,0.32,742.4,2,9.07975,2.472,4.681,5.5,0.01442701,0.683384684
Transit,0.025,0.32,742.4,2,9.03344444,4.22627778,4.25155556,2.8,0.01705,0.682
Transit,0.012777778,0.35,812,2,9.201,2.562,3.837,4,0.009887,0.773765217
Transit,1.162222222,0.34,788.8,2,10.48247132,4.50222084,4.59874283,3.1,0.86750301,0.746417504
Transit,0.072777778,0.33,765.6,2,10.84471,2.512213,4.513687,3.2,0.053275,0.732022901
Eco Transit,0.005555556,0.27,626.4,2,8.973,4.661,3.919,2.4,0.002981,0.53658
Eco Transit,0.012777778,0.36,835.2,2,8.84,2.561,3.838,4,0.01011099,0.79129487
Eco Transit,0.006111111,0.33,765.6,2,8.83918182,4.238,4.249,2.8,0.004275,0.699545455
Eco Transit,0.295277778,0.26,603.2,2,6.26275635,4.48012041,3.82920978,5.4,0.154093,0.521857761
Eco Transit,0.025555556,0.36,835.2,2,8.82328261,4.611,3.99841304,4,0.02029701,0.794230826
Fast Transit,0.003333333,0.32,742.4,2,11.031,2.561,3.791,5.9,0.002286,0.6858
Fast Transit,0.480833333,0.28,649.6,2,11.11380705,2.5865569,4.59754882,5.1,0.278526,0.579256846
Eco Transit,0.743055556,0.28,649.6,2,8.5113671,2.56295514,4.58092598,3.5,0.417329,0.561639028
Eco Transit,0.014722222,0.37,858.4,2,8.50343396,4.6460566,4.0680566,4,0.011983,0.813939623
Fast Transit,0.115833333,0.35,812,2,11.11809113,4.44056835,4.31164748,4.2,0.093309,0.805545324
Eco Transit,0.082222222,0.33,765.6,2,8.88303378,4.29167568,4.27066216,4.9,0.057562,0.700078378
Transit,0.017777778,0.22,510.4,2,9.96178125,2.557,3.79114063,5.9,0.00774599,0.435711938
Eco Transit,0.006388889,0.35,812,2,8.995,4.628,4.037,4.3,0.004765,0.745826087
Eco Transit,0.047222222,0.23,533.6,2,4.07464706,3.87037647,4.06408235,5.6,0.020959,0.443837647
Eco Transit,0.045,0.22,510.4,2,5.71235802,4.49041975,4.15967901,4.3,0.01840801,0.409066889
Transit,0.0325,0.36,835.2,2,9.09330769,4.53448718,4.10648718,3.6,0.02579801,0.793784923
Eco Transit,0.003333333,0.18,417.6,2,4.07,4.671,4.727,3.7,0.00104,0.312
Transit,0.408055556,0.34,788.8,2,10.8312759,2.56284098,4.22372467,3.6,0.307111,0.752620558
Transit,0.005555556,0.37,858.4,2,10.307,4.377,3.823,3.1,0.004576,0.82368
Transit,0.003611111,0.29,672.8,2,9.181,4.55,3.903,5.9,0.002097,0.580707692
Transit,0.017222222,0.37,858.4,2,10.97522581,4.611,4.46,3.1,0.014489,0.841296774
Transit,0.29,0.35,812,2,10.90776437,4.42434483,4.45251724,3.1,0.220008,0.758648276
Eco Transit,0.003611111,0.39,904.8,2,9.069,4.381,3.826,3.1,0.002839,0.786184615
Eco Transit,0.028333333,0.22,510.4,2,4.28076471,4.44957843,3.90457843,3.1,0.011677,0.412129412
Eco Transit,0.029166667,0.33,765.6,2,8.93442857,4.289,4.27347619,4.9,0.02049599,0.702719657
Eco Transit,0.038888889,0.28,649.6,2,8.86027143,4.458,3.83504286,2.9,0.022502,0.578622857
Fast Transit,0.0325,0.34,788.8,2,11.01167521,4.47403419,4.548,3.1,0.02437999,0.750153538
Transit,0.008888889,0.32,742.4,2,11.003,2.621,3.872,4.6,0.006187,0.6960375
Transit,0.026111111,0.35,812,2,9.19795745,2.561,3.8358617,4,0.020264,0.776068085
Eco Transit,0.672777778,0.23,533.6,2,5.55349628,4.89778117,4.72189595,4.1,0.30515799,0.453579176
Transit,0.114166667,0.31,719.2,2,9.026599,2.611025,4.132896,3.4,0.076465,0.669766423
Eco Transit,0.004444444,0.32,742.4,2,8.948,2.492,4.879,5.5,0.003053,0.686925
Transit,1.380277778,0.33,765.6,2,10.54897458,2.62096942,4.73563215,4.4,1.00853999,0.730679003
Eco Transit,0.0675,0.22,510.4,2,5.342095,2.557847,4.560901,5.2,0.027199,0.402948148
Eco Transit,0.028333333,0.29,672.8,2,8.6877451,4.555,3.911,5.9,0.01661399,0.586376118
Eco Transit,0.049166667,0.21,487.2,2,5.20221469,4.655,4.01437853,3.3,0.01943,0.395186441
Eco Transit,0.329444444,0.24,556.8,2,6.42166948,2.49858853,4.89682125,5.5,0.15405101,0.467608462
Eco Transit,0.006388889,0.21,487.2,2,4.039696,4.472461,3.39338,5.5,0.002384,0.373147826
Fast Transit,0.014166667,0.32,742.4,2,11.02043137,4.65437255,4.147,4.7,0.009871,0.696776471
Eco Transit,0.050833333,0.36,835.2,2,8.78699454,2.56567213,3.84303279,4,0.04009,0.788655738
Transit,0.066111111,0.37,858.4,2,9.11518908,4.64388235,4.05702101,4,0.052335,0.791621849
Transit,0.494166667,0.36,835.2,2,10.91414334,4.6411113,3.56105902,3.3,0.41182299,0.833368614
Transit,0.040277778,0.34,788.8,2,9.189179,2.603234,4.542052,5.2,0.030727,0.762877241
Eco Transit,0.100555556,0.23,533.6,2,4.65940884,4.55,3.87513812,4.9,0.043935,0.436922652
Transit,0.075555556,0.35,812,2,9.46169853,2.564,3.84301103,4,0.058276,0.7713
Eco Transit,0.006944444,0.23,533.6,2,4.041,4.492,4.161,4.3,0.003107,0.447408
Transit,0.012777778,0.35,812,2,9.15226087,2.558,3.82421739,4,0.009856,0.77133913
Eco Transit,0.039444444,0.29,672.8,2,8.82604225,4.54,3.90280282,5.9,0.023391,0.593011268
Fast Transit,0.010555556,0.31,719.2,2,10.99239474,4.436,4.793,2.4,0.007216,0.683621053
Transit,0.038888889,0.34,788.8,2,9.12578571,4.623,3.91572857,4.8,0.029764,0.76536
Transit,0.605555556,0.33,765.6,2,9.86521101,4.8032844,4.16723853,3.5,0.443752,0.732801468
Eco Transit,0.028055556,0.33,765.6,2,8.783584,2.548452,4.434399,5.1,0.019911,0.70969901
Eco Transit,0.013055556,0.35,812,2,8.87734043,4.45,4.156,5.4,0.009825,0.752553191
Eco Transit,0.363055556,0.24,556.8,2,7.6637215,4.6426052,3.84972379,3.9,0.166477,0.458544147
Transit,3.415833333,0.35,812,2,9.83271261,4.56224738,3.88476628,3.9,2.696605,0.789442791
Eco Transit,0.071944444,0.25,580,2,7.18221622,4.632,4.0386332,3.5,0.036338,0.50508417
Eco Transit,0.003888889,0.22,510.4,2,4.030143,4.407798,4.132122,2.5,0.001711,0.439971429
